lat,lon,time,water_level,flood_level,severity,duration
29.50858114,-81.80480679,0,18.53,18.37338137,1.008524214,7200
37.0895004,-88.594492,0,23.88,23.64971665,1.009737256,7200
33.86188889,-84.0973611,0,1.75,0.932186047,1.877307653,7200
34.1636111,-84.7281944,0,692.59,690.9241435,1.002411056,7200
32.44902654,-85.897458,0,15.87,5.686205874,2.790964723,7200
31.6251111,-85.0641944,0,112.87,105.1731968,1.073182174,7200
33.24122519,-86.4583132,0,14.3,13.59787209,1.051635131,7200
34.0103752,-85.9977494,0,22.22,21.12117167,1.05202497,7200
33.9431535,-86.02608309,0,4.59,4.324537037,1.061385291,7200
34.01398655,-85.9702488,0,22.56,21.28791788,1.059756061,7200
32.91819444,-85.1878611,0,565.34,559.7301696,1.010022383,7200
21.39416667,-157.749361,0,5.57,4.403719221,1.26483995,7200
21.4973611,-157.9807222,0,17.23,14.4834535,1.189633398,7200
21.52591667,-158.0284167,0,42.17,40.73394074,1.035254612,7200
21.5523611,-158.0655833,0,23.7,22.97363891,1.031617154,7200
22.21072222,-159.4759444,0,6.89,6.861731092,1.004119792,7200
22.17583333,-159.5984722,0,4.61,1.482504638,3.109602413,7200
42.0817221,-79.8503286,1082,5.75,4.798638846,1.198256461,7200
41.9625,-78.63638889,1082,1.01,0.997021869,1.013016897,7200
29.34527778,-99.7488889,1082,4.24,4.021031551,1.05445579,7200
39.94506415,-82.9410138,1082,3.31,2.737294118,1.209223363,7200
44.64416667,-72.8361111,1082,442.93,442.2414591,1.001556934,7200
41.81694444,-87.75388889,1082,-2,-2.326912404,0.859508075,7200
41.80716667,-80.0632778,1082,4.22,3.466532196,1.217354913,7200
42.3622222,-71.0786111,1082,107.54,107.4826248,1.000533809,7200
43.61030556,-75.1099444,1082,4.47,3.652008403,1.22398404,7200
29.59305556,-98.5991667,1082,2.32,1.741587444,1.33211801,7200
43.11502778,-76.4386111,1082,2.94,1.980932995,1.48414914,7200
29.0491611,-95.4775222,1082,12.65,11.95472868,1.058158687,7200
42.3433333,-77.34388889,1082,3.69,3.473882353,1.062212138,7200
41.1254972,-78.7638861,1082,2.43,2.361928953,1.028820108,7200
29.25361389,-95.5085917,1082,17.15,17.04270677,1.006295551,7200
31.27405465,-100.6309318,1082,2.88,2.860556144,1.006797229,7200
40.9583333,-79.5472222,1082,11.05,10.90316055,1.013467604,7200
39.96586667,-75.2964972,1082,1.96,1.592766102,1.230563607,7200
41.88836638,-87.6075518,1082,0.81,-0.002588043,0,7200
39.0390618,-122.9133292,1082,4.5,3.913157346,1.149966537,7200
41.88836638,-87.6075518,1082,-1.96,-2.14632542,0.913188644,7200
42.76527778,-88.2133333,1082,1.73,1.679142248,1.030287935,7200
42.1781813,-123.0030974,1082,-0.1,-0.122680747,0.815123827,7200
